kode pelanggan,umur,kota,gender,education,keluarga,Pekerjaan,Penanggung,Usaha,punya_produk1,punya_produk2,punya_produk3,punya_produk4,punya_produk5,punya_produk6,jualan,omset,penghasilan,average_sisauang_mingguan_1BT,average_sisauang_mingguan_2BT,average_sisauang_mingguan_3BT,average_sisauang_mingguan_4BT,average_sisauang_mingguan_5BT,average_sisauang_mingguan_6BT,sisauang_akhir_1BT,sisauang_akhir_2BT,sisauang_akhir_3BT,sisauang_akhir_4BT,sisauang_akhir_5BT,sisauang_akhir_6BT,sisauang_tertahan_1BT,sisauang_tertahan_2BT,sisauang_tertahan_3BT,sisauang_tertahan_4BT,sisauang_tertahan_5BT,sisauang_tertahan_6BT,sisauang_tersedia_1BT,sisauang_tersedia_2BT,sisauang_tersedia_3BT,sisauang_tersedia_4BT,sisauang_tersedia_5BT,sisauang_tersedia_6BT,sisa_hutang_1BT,sisa_hutang_2BT,sisa_hutang_3BT,sisa_hutang_4BT,sisa_hutang_5BT,sisa_hutang_6BT,jumlah_pembayaran_hutang_1BT,jumlah_pembayaran_hutang_2BT,jumlah_pembayaran_hutang_3BT,jumlah_pembayaran_hutang_4BT,jumlah_pembayaran_hutang_5BT,jumlah_pembayaran_hutang_6BT,jumlah_pengeluaran_1BT,jumlah_pengeluaran_2BT,jumlah_pengeluaran_3BT,jumlah_pengeluaran_4BT,jumlah_pengeluaran_5BT,jumlah_pengeluaran_6BT,jumlah_pemasukan_1BT,jumlah_pemasukan_2BT,jumlah_pemasukan_3BT,jumlah_pemasukan_4BT,jumlah_pemasukan_5BT,jumlah_pemasukan_6BT,frekuensi_pengeluaran_1BT,frekuensi_pengeluaran_2BT,frekuensi_pengeluaran_3BT,frekuensi_pengeluaran_4BT,frekuensi_pengeluaran_5BT,frekuensi_pengeluaran_6BT,frekuensi_pemasukan_1BT,frekuensi_pemasukan_2BT,frekuensi_pemasukan_3BT,frekuensi_pemasukan_4BT,frekuensi_pemasukan_5BT,frekuensi_pemasukan_6BT,tgl data,flag
MLJO911,28.0,R,M,,B,Usaha Mandiri,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
ACAG913,37.0,M,M,,K,Usaha Mandiri,,,0.0,0.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,6115.121086,5758.584093,0.0,0.0,0.0,0,0.0,48504.39087,0.0,0.0,0.0,0.0,0.0,21083.18785,0.0,0.0,0.0,0.0,0.0,26007.20302,48020.77292,48694.70374,49362.03902,50022.84336,50665.73847,51313.78403,0.0,0.0,0.0,0.0,0.0,0.0,7982.858408,6068.258999,4240.763076,2662.302868,52425.24297,8592.550422,8137.10883,5983.702686,4361.209716,1450.285082,1119.734814,57747.61818,219.0,180.0,150.0,169.0,212.0,227.0,57.0,42.0,39.0,43.0,33.0,46.0,04/08/23 14.17,0.0
LL64523,30.0,B,F,,K,Ibu RT,SUAMI,,0.0,0.0,1.0,0.0,0.0,1.0,CHAIN,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741.043588,1831.753796,1922.012725,2011.822553,2101.185602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.3484252,2455.210138,2988.938976,9275.223214,12293.8078,8473.179162,231.1334364,2471.001195,3094.100534,9096.424986,12293.2997,8455.56707,50.0,108.0,147.0,274.0,242.0,248.0,37.0,67.0,80.0,113.0,93.0,92.0,04/08/23 14.17,0.0
HK76882,14.0,P,F,,B,Mahasiswa Diploma / S1 / S2,,,1.0,1.0,1.0,0.0,0.0,0.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6138.7643,6948.99775,19771.13245,11532.19102,6478.040354,5558.534379,6131.215621,7578.445093,19560.9503,11718.03979,6529.27784,5609.218645,42.0,51.0,70.0,85.0,67.0,74.0,69.0,115.0,107.0,137.0,20.0,37.0,04/08/23 14.17,0.0
FD92480,49.0,K,M,,K,Usaha Mandiri,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,2195.818203,0.0,0.0,0.0,0.0,0.0,6251.120501,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6251.120501,0.0,0.0,0.0,0.0,0.0,15226.3518,15226.3518,15226.3518,15226.3518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2501.510053,432.536347,0.0,0.0,6614.851589,0.0,2995.026997,452.565734,0.0,0.0,5.0,10.0,12.0,3.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,04/08/23 14.17,0.0
DFW6667,41.0,H,M,,K,Pedagang,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,1245.17642,1097.521435,9.054684336,903.351411,0.0,0.0,0.0,368.6452897,276.8784871,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.6452897,276.8784871,0.0,0.0,0.0,42583.24613,43154.61902,43723.23214,44283.41282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8759.961474,12148.049,10926.44945,14057.93511,2867.593926,2241.740509,7489.290565,13314.87205,11636.70297,15009.19158,2821.089145,2137.933633,59.0,67.0,57.0,57.0,54.0,57.0,35.0,29.0,34.0,34.0,31.0,29.0,04/08/23 14.17,0.0
SCPP032,55.0,L,M,,K,Usaha Mandiri,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,27399.5168,27935.59046,27651.13199,25974.97716,26299.74309,26185.13722,26120.58306,28256.86589,28077.4911,26864.84452,26047.51226,26142.62447,0.0,0.0,0.0,0.0,0.0,0.0,25769.0645,27905.34733,27725.97254,26513.32596,25695.9937,25791.10591,5574.00225,5857.475464,6139.356088,6419.653051,6698.375211,6975.531426,0.0,0.0,0.0,0.0,0.0,0.0,7303.454865,11078.96914,1120.747399,1660.968996,706.604401,1295.608971,5097.079232,11258.34393,2333.393982,2154.517506,892.8125,1648.01385,139.0,92.0,89.0,65.0,47.0,102.0,53.0,44.0,52.0,41.0,32.0,59.0,04/08/23 14.17,0.0
ANB3961,45.0,I,F,,K,Dokter,,,0.0,0.0,1.0,0.0,0.0,1.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16108.42688,16382.3312,16656.23559,16926.64715,17193.61045,17457.16936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1171.700225,0.0,0.0,0.0,0.0,0.0,1180.316226,0.0,0.0,0.0,0.0,4.0,9.0,4.0,13.0,10.0,12.0,0.0,3.0,0.0,4.0,5.0,4.0,04/08/23 14.17,1.0
ECC0070,34.0,E,F,,B,Usaha Mandiri,,,0.0,1.0,1.0,0.0,1.0,0.0,,,,31317.18861,27765.69053,27400.69075,25576.25819,27532.18063,24407.76378,28775.88172,27872.8384,27770.03228,25937.33292,25148.61388,24970.72598,0.0,0.0,0.0,0.0,0.0,0.0,654.3969066,3266.539187,3163.733071,1331.033704,542.3146654,3879.612373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1713.901772,0.0,0.0,0.0,3154.985067,0.0,0.0,0.0,652.5539229,0.0,0.0,0.0,24.0,9.0,13.0,19.0,24.0,17.0,6.0,5.0,18.0,24.0,19.0,25.0,04/08/23 14.17,0.0
EDJ2473,27.0,B,M,,B,Karyawan Usaha Negara,,,0.0,1.0,1.0,0.0,1.0,1.0,PARTNERSHIP,,,1379.092665,1145.702996,1781.871728,0.0,408.0512289,209.1143314,1884.392611,1707.291711,1881.775457,0,0.0,887.7908746,0.0,0.0,0.0,0.0,0.0,0.0,1884.392611,1707.291711,1881.775457,0.0,0.0,887.7908746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18337.12337,21208.43671,20191.38467,25587.58119,18767.26704,17410.4536,17469.83451,21033.95297,23166.32459,25087.74163,16715.21481,18201.70719,45.0,47.0,59.0,67.0,112.0,73.0,37.0,38.0,34.0,82.0,54.0,58.0,04/08/23 14.17,0.0
JS65252,26.0,R,F,,B,Mahasiswa Diploma / S1 / S2,ORANG TUA,,1.0,1.0,1.0,0.0,0.0,0.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
LCG1712,46.0,Q,F,,K,Ibu RT,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27091.86804,27771.48193,28447.71471,29120.5831,29790.10391,30456.2938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,5.0,5.0,1.0,2.0,0.0,1.0,0.0,04/08/23 14.17,0.0
EEO3996,38.0,L,F,,B,ASN,,,1.0,1.0,1.0,0.0,0.0,0.0,,,,7339.352724,6214.583207,9221.297189,7164.179247,8234.345776,12012.47966,9113.948889,5926.456201,8860.97552,6485.579387,9019.813864,16914.8717,0.0,0.0,0.0,0.0,0.0,0.0,8450.605245,5263.112556,8860.97552,6485.579387,9019.813864,16914.8717,11189.97209,11880.53114,5593.88899,6335.257312,7074.327545,7811.133577,0.0,0.0,0.0,0.0,0.0,0.0,30362.73692,48089.77122,44519.03019,62156.61236,31467.30059,21362.52054,33103.29387,45155.2519,46894.42632,58575.31412,22797.18406,37275.10285,373.0,368.0,355.0,312.0,239.0,280.0,85.0,77.0,79.0,89.0,68.0,89.0,04/08/23 14.17,0.0
APHE406,47.0,H,F,,K,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734.1580427,831.8028684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
V277196,33.0,R,F,,K,Usaha Mandiri,,,0.0,1.0,1.0,1.0,1.0,0.0,RITEL,,,0.0,3293.254123,1479.827161,2727.541093,2857.60299,2012.754587,0.0,405.9141198,1509.420405,2051.860183,3384.77842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.9141198,1509.420405,2051.860183,3384.77842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21026.15055,0.0,225.9158465,15735.02278,35037.44087,0.0,19922.60911,0.0,0.0,19991.19397,35037.75035,7.0,10.0,9.0,16.0,4.0,19.0,2.0,2.0,4.0,2.0,3.0,3.0,04/08/23 14.17,0.0
FC90955,44.0,C,M,,K,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,1.0
SOYK780,41.0,B,M,,K,Usaha Mandiri,,,0.0,0.0,1.0,0.0,0.0,0.0,CHAIN,,,0.0,0.0,1670.001402,1613.212466,0.0,0.0,0.0,0.0,0.0,1644.239033,25.90035152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644.239033,25.90035152,0.0,27069.07347,27211.07248,27430.02756,27428.598,19686.45437,19698.20472,6600.623172,6600.623172,6600.623172,6600.623172,0.0,0.0,6303.766381,12121.94353,14826.32139,17936.71798,11731.74564,8817.000211,6245.390045,12146.62535,11982.84864,16989.83943,12749.39279,7807.040354,248.0,319.0,323.0,334.0,377.0,308.0,55.0,74.0,73.0,74.0,80.0,62.0,04/08/23 14.17,0.0
RLD4796,32.0,M,F,,K,Usaha Mandiri,,,0.0,1.0,1.0,1.0,0.0,0.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130615.4476,0.0,0.0,0.0,0.0,0.0,104533.694,0.0,0.0,0.0,0.0,0.0,26371.75637,0.0,0.0,0.0,0.0,0.0,26507.46928,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,1.0
YHA1626,35.0,R,M,,K,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
EPL3692,47.0,I,F,,B,Karyawan,LAINNYA,,0.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
SBLTY16,50.0,I,F,,K,Usaha Mandiri,,,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,1.0
CB40889,38.0,I,M,,K,Usaha Mandiri,,,0.0,0.0,1.0,0.0,0.0,1.0,,,,3834.247288,5880.806746,324.4927517,0.0,0.0,0.0,3871.492731,4202.987134,6347.977362,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3871.492731,4202.987134,6347.977362,0.0,0.0,0.0,45624.67927,46707.49445,47798.59843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4213.167562,3831.910925,41311.84467,0.0,28.62327053,1138.342548,3881.673158,1686.920697,48060.5199,0.0,381.4016451,268.317351,26.0,20.0,14.0,7.0,14.0,14.0,20.0,21.0,3.0,0.0,4.0,6.0,04/08/23 14.17,1.0
JR00972,44.0,B,M,,K,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.68519404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6788.052868,7178.632171,7569.211474,7959.790776,8350.370079,8740.949381,0.0,0.0,0.0,0.0,0.0,0.0,6727.619938,6651.76167,6056.470543,5144.30329,7606.050759,7124.23137,6733.180259,6756.471597,6208.81946,5212.511881,6696.21056,7601.281637,58.0,97.0,69.0,67.0,78.0,89.0,204.0,210.0,203.0,188.0,202.0,202.0,04/08/23 14.17,0.0
DND3982,29.0,F,M,,B,,,,1.0,1.0,1.0,1.0,0.0,1.0,,,,20494.32935,25023.79247,45488.68921,0.0,0.0,0.0,955.8168729,25032.77433,24959.48948,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.8168729,25032.77433,24959.48948,0.0,0.0,0.0,86465.64004,67863.7493,25284.01891,0.0,0.0,0.0,86465.64004,86465.64004,86465.64004,0.0,0.0,0.0,41364.09968,41837.47029,60411.81506,0.0,0.0,0.0,17287.14222,41796.89827,0.0,0.0,0.0,0.0,7.0,37.0,27.0,0.0,0.0,0.0,2.0,9.0,4.0,0.0,0.0,0.0,04/08/23 14.17,0.0
AQUA003,33.0,L,M,,K,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,0.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
HQE1795,45.0,F,M,,K,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,0.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,1.0
MIH4945,41.0,H,M,,K,Usaha Mandiri,,,0.0,1.0,1.0,1.0,1.0,0.0,CHAIN,,,493.2461305,2382.547932,228.6182642,0.0,0.0,0.0,0.0,0.0,9088.301603,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9053.149747,0.0,0.0,0.0,109490.4109,109548.6927,109548.6927,109548.6927,109548.6927,109548.6927,63195.11136,63195.11136,63195.11136,63195.11136,63148.2422,63148.2422,14896.81138,19804.56116,835.1667604,1611.871977,0.0,0.0,13962.15319,10288.33886,10559.8286,2207.345262,0.0,0.0,18.0,19.0,14.0,10.0,4.0,9.0,13.0,10.0,3.0,1.0,1.0,2.0,04/08/23 14.17,0.0
MBCJ365,39.0,C,M,,K,Usaha Mandiri,,,1.0,0.0,1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13427.30266,20365.45055,10484.93947,11810.24121,18407.44235,17631.46555,13399.02714,20226.90579,10557.83451,11782.81475,18269.43251,17231.65664,284.0,391.0,234.0,252.0,317.0,422.0,242.0,304.0,158.0,186.0,192.0,122.0,04/08/23 14.17,0.0
NOM0618,37.0,R,M,,K,Usaha Mandiri,,,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9714.7732,0.0,0.0,0.0,0.0,0.0,9620.735166,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,04/08/23 14.17,0.0
B955236,53.0,L,M,,K,Usaha Mandiri,,,1.0,1.0,1.0,1.0,1.0,0.0,,,,19754.03325,20375.14996,18494.91785,23008.02962,22259.79013,19384.79586,39569.77776,41038.74924,34974.75664,34145.60246,41854.85485,43798.45138,0.0,0.0,0.0,0.0,0.0,0.0,35843.68102,37312.6525,31248.6599,30419.50572,38128.75811,40072.35464,1311.044432,2629.028473,3930.205638,5214.790214,6482.993884,7735.02545,0.0,0.0,0.0,0.0,0.0,0.0,85505.95145,85111.93112,82913.99149,95518.22364,149010.8546,96673.24303,82840.34048,91175.92372,83743.14567,87628.53677,137231.8468,98826.72799,573.0,544.0,483.0,495.0,554.0,592.0,101.0,83.0,94.0,100.0,112.0,103.0,04/08/23 14.17,0.0
MVM9597,30.0,L,F,,B,Karyawan,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,17852.0254,17750.65131,17736.36827,16748.36024,17014.26107,16974.50054,17917.41093,17486.13266,18882.74809,17126.8627,16916.7993,17341.73259,0.0,0.0,0.0,0.0,0.0,0.0,17678.3783,17247.10004,18643.71547,16887.83008,16677.76668,17102.69997,0.0,0.0,0.0,0.0,148.2890889,343.5787402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1652.16534,0.0,192.7971175,596.0223706,70.21587458,0.0,255.5499156,1185.924072,402.8605174,201.6711895,853.9891029,9.0,17.0,12.0,22.0,24.0,21.0,6.0,15.0,12.0,14.0,18.0,11.0,04/08/23 14.17,0.0
SLLG285,34.0,L,M,,K,Usaha Mandiri,,,1.0,1.0,1.0,1.0,0.0,0.0,RITEL,,,2609.78999,599.9339693,613.6818152,580.0719073,103.4923777,0.0,863.8968877,535.3309709,801.818949,733.6612577,447.0273151,232.2001497,0.0,0.0,0.0,0.0,0.0,0.0,863.8968877,535.3309709,801.818949,733.6612577,447.0273151,232.2001497,68889.71204,33737.85602,33737.85602,33737.85602,33737.85602,33737.85602,68889.71204,33989.594,33989.594,33989.594,33989.594,33989.594,34751.96656,318.5117407,0.0,0.0,0.0,0.0,35080.53248,52.02376265,0.0,0.0,19.85819741,0.0,49.0,49.0,36.0,37.0,37.0,27.0,12.0,9.0,9.0,12.0,12.0,8.0,04/08/23 14.17,0.0
SAONE23,41.0,X,M,,K,,,,0.0,0.0,1.0,1.0,0.0,0.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,277.7498116,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12062.50302,12614.42358,13162.45627,13703.50042,14237.64518,14764.97856,0.0,0.0,0.0,0.0,0.0,0.0,2153.825506,142.7551462,0.0,3299.621274,0.0,994.1101659,1534.833872,157.4591535,0.0,3353.7339,0.0,1282.027278,17.0,7.0,5.0,12.0,4.0,8.0,5.0,4.0,4.0,1.0,0.0,2.0,04/08/23 14.17,0.0
CI51402,5.0,I,,,,,,Perd. Ekspor Bahan Bakar,0.0,1.0,0.0,1.0,0.0,0.0,RITEL,,,9467.536002,6495.319678,9282.556909,23630.68238,37194.40033,32637.83274,20774.23496,0.0,29670.54928,16539.21815,42596.21485,32393.41957,0.0,0.0,0.0,0.0,0.0,0.0,20774.23496,0.0,29670.54928,16539.21815,42796.04963,32393.41957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233021.1583,286205.289,316592.0117,331005.0503,216109.7538,163353.2833,254817.2167,255512.9163,329723.3429,304948.0536,244973.9347,176088.2695,54.0,67.0,72.0,76.0,46.0,29.0,141.0,130.0,141.0,172.0,162.0,119.0,04/08/23 14.17,0.0
DWQ3650,29.0,H,M,,B,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,228.2197694,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.2197694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.205779,0.0,0.0,0.0,0.0,0.0,9.0,3.0,5.0,3.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,04/08/23 14.17,0.0
RDOY245,35.0,L,M,,B,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,1.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.2266592,0.0,0.0,0.0,2295.10194,0.0,1030.355385,0.0,0.0,0.0,2320.759843,0.0,42.0,32.0,34.0,21.0,22.0,19.0,62.0,32.0,34.0,32.0,82.0,18.0,04/08/23 14.17,0.0
SHSW654,43.0,B,F,,K,Ibu RT,,,0.0,1.0,1.0,0.0,0.0,1.0,,,,1661.88203,3332.568394,2760.736501,0.0,0.0,252.8672328,1707.341339,2985.417618,2912.888864,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1343.871147,2621.947427,2549.418673,0.0,0.0,0.0,5138.079935,5379.349269,5616.371204,226.4105737,499.8146794,773.2187852,0.0,0.0,0.0,0.0,0.0,0.0,17325.70529,23825.07066,19198.13055,23534.78051,14680.25488,18294.5123,16047.62901,21855.48749,22630.53557,23462.15361,14631.56918,18686.23067,217.0,214.0,227.0,279.0,241.0,259.0,221.0,261.0,242.0,291.0,268.0,313.0,04/08/23 14.17,0.0
TDH6486,65.0,E,M,,K,Karyawan,,,0.0,1.0,1.0,0.0,0.0,0.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,1.0
